_unit_id,_golden,_unit_state,_trusted_judgments,_last_judgment_at,agree_or_not,agree_or_not:variance,agree_or_not_gold,sentence
703394115,false,finalized,3,4/12/15 9:46,5,0,,go_out can be used with the same meaning of date
703394116,false,finalized,3,4/12/15 10:13,2,0.816,,hot can be used with the same meaning of live
703394117,false,finalized,3,4/12/15 10:13,4.33,0.471,,fence is a kind of sport
703394118,false,finalized,3,4/12/15 13:40,4.33,0.471,,feature can be used with the same meaning of article
703394119,false,finalized,3,4/12/15 14:09,1.67,0.943,,talk can be used as the opposite of keep
703394120,false,finalized,3,4/12/15 17:24,4.33,0.471,,low can be used with the same meaning of reduce
703394121,false,finalized,3,4/12/15 10:06,4.67,0.471,,chest is part of trunk
703394122,false,finalized,3,4/12/15 15:17,1.33,0.471,,mind can be used as the opposite of think
703394123,false,finalized,3,4/12/15 10:09,5,0,,joint is a kind of body_part
703394124,false,finalized,3,4/12/15 9:46,4.67,0.471,,drink can be used as the opposite of eat
703394125,false,finalized,3,4/12/15 9:59,4.67,0.471,,story can be used with the same meaning of floor
703394126,false,finalized,3,4/12/15 15:52,5,0,,skin is part of apple
703394127,false,finalized,3,4/12/15 17:34,1,0,,ring is a kind of person
703394128,false,finalized,3,4/12/15 10:02,1,0,,if dig is true
703394129,false,finalized,3,4/12/15 10:17,2,1.414,,thunder can be used as the opposite of sky
703394130,false,finalized,3,4/12/15 17:26,4.33,0.471,,settle is a kind of stop
703394131,false,finalized,3,4/12/15 10:15,1.67,0.943,,grow can be used as the opposite of get
703394132,false,finalized,3,4/12/15 15:58,3,0.816,,branch can be used as the opposite of join
703394133,false,finalized,3,4/12/15 10:17,3.33,1.7,,tail is a kind of organ
703394134,false,finalized,3,4/12/15 10:02,1.33,0.471,,freeze can be used with the same meaning of hang
703394135,false,finalized,3,4/12/15 10:16,4.67,0.471,,pick is a kind of device
703394136,false,finalized,3,4/12/15 10:29,2.33,1.247,,daytime can be used as the opposite of even
703394137,false,finalized,3,4/12/15 13:37,3,0.816,,new can be used as the opposite of experience
703394138,false,finalized,3,4/12/15 10:01,1.33,0.471,,day is a kind of life
703394139,false,finalized,3,4/12/15 10:13,1.67,0.471,,library can be used as the opposite of book
703394140,false,finalized,3,4/12/15 17:43,5,0,,city_of_london is a center
703394141,false,finalized,3,4/12/15 10:17,2,1.414,,time can be used as the opposite of day
703394142,false,finalized,3,4/12/15 10:00,2,0.816,,friendly is a kind of business
703394143,false,finalized,3,4/12/15 9:45,2,0,,peach can be used as the opposite of apple
703394144,false,finalized,3,4/12/15 17:47,5,0,,boyfriend can be used with the same meaning of lover
703394145,false,finalized,3,4/12/15 14:10,1.67,0.943,,life is a kind of bitch
703394146,false,finalized,3,4/12/15 17:24,4.67,0.471,,head can be used with the same meaning of leader
703394147,false,finalized,3,4/12/15 10:29,4,0.816,,stop is a kind of act
703394148,true,golden,71,4/12/15 10:04,4.96,0.201,"4
5",lady is a kind of woman
703394149,false,finalized,3,4/12/15 10:12,4.33,0.471,,tv is made of plastic
703394150,false,finalized,3,4/12/15 9:47,3,1.414,,innocent is a kind of person
703394151,false,finalized,3,4/12/15 15:10,2.33,1.247,,suck is a kind of drink
703394152,false,finalized,3,4/12/15 14:36,1.67,0.943,,white is a river
703394153,false,finalized,3,4/12/15 9:44,3.33,1.7,,safe is made of steel
703394154,false,finalized,3,4/12/15 14:15,3,1.414,,wolf is a kind of person
703394155,false,finalized,3,4/12/15 13:31,4.67,0.471,,save can be used with the same meaning of keep
703394156,false,finalized,3,4/12/15 9:45,5,0,,light can be used as the opposite of extinguish
703394157,false,finalized,3,4/12/15 13:39,3.67,0.471,,hit is a kind of move
703394158,false,finalized,3,4/12/15 15:45,1.33,0.471,,light can be used as the opposite of quench
703394159,false,finalized,3,4/12/15 17:31,1.67,0.471,,outer_space is a kind of vehicle
703394160,false,finalized,3,4/12/15 10:01,4.67,0.471,,carry can be used with the same meaning of stock
703394161,false,finalized,3,4/12/15 15:55,1.67,0.943,,wash can be used as the opposite of leave
703394162,false,finalized,3,4/12/15 10:17,5,0,,star is a member of galaxy
703394163,false,finalized,3,4/12/15 10:10,1,0,,fly is a kind of person
703394164,false,finalized,3,4/12/15 9:57,1,0,,wife can be used as the opposite of be
703394165,false,finalized,3,4/12/15 13:26,3.33,0.943,,toe is part of sock
703394166,false,finalized,3,4/12/15 9:46,4.67,0.471,,fire can be used as the opposite of water
703394167,false,finalized,3,4/12/15 14:45,5,0,,gold is a kind of metal
703394168,false,finalized,3,4/12/15 17:22,4.33,0.471,,care can be used as the opposite of mean
703394169,false,finalized,3,4/12/15 13:19,1,0,,storm is a kind of play
703394170,false,finalized,3,4/12/15 10:14,3.33,0.943,,house is a kind of college
703394171,false,finalized,3,4/12/15 10:14,5,0,,nice can be used with the same meaning of kind
703394172,false,finalized,3,4/12/15 15:10,3.67,1.247,,type can be used with the same meaning of tribe
703394173,false,finalized,3,4/12/15 10:00,5,0,,head is part of nail
703394174,false,finalized,3,4/12/15 10:04,3.67,1.886,,record can be used as the opposite of tape
703394175,false,finalized,3,4/12/15 10:12,5,0,,blade is part of scissor
703394176,false,finalized,3,4/12/15 9:46,3.67,1.886,,club is a kind of hit
703394177,false,finalized,3,4/12/15 13:42,4.67,0.471,,faith can be used with the same meaning of trust
703394178,false,finalized,3,4/12/15 10:17,4.67,0.471,,flow can be used as the opposite of stop
703394179,false,finalized,3,4/12/15 10:15,1.33,0.471,,if wash is true
703394180,false,finalized,3,4/12/15 13:32,1,0,,cell_phone is a kind of fruit
703394181,false,finalized,3,4/12/15 9:57,2,1.414,,drink can be used as the opposite of coffee
703394182,false,finalized,3,4/12/15 17:34,3,1.414,,heart can be used with the same meaning of purpose
703394183,false,finalized,3,4/12/15 10:02,4.67,0.471,,work can be used as the opposite of retire
703394184,false,finalized,3,4/12/15 9:59,5,0,,apartment can be used with the same meaning of flat
703394185,false,finalized,3,4/12/15 9:47,1.67,0.471,,curve is a kind of place
703394186,false,finalized,3,4/12/15 9:58,1,0,,bloom is a kind of person
703394187,false,finalized,3,4/12/15 9:45,3.33,1.7,,shadow is a kind of follow
703394188,false,finalized,3,4/12/15 10:04,2,1.414,,hope is a kind of place
703394189,false,finalized,3,4/12/15 17:09,4.33,0.471,,slip is a kind of mistake
703394190,false,finalized,3,4/12/15 10:13,5,0,,high can be used as the opposite of low
703394191,false,finalized,3,4/12/15 9:57,3.33,0.943,,direct is a kind of make
703394192,false,finalized,3,4/12/15 10:04,2.33,1.247,,ink is a kind of sign
703394193,false,finalized,3,4/12/15 15:52,3.67,0.471,,head is part of ram
703394194,false,finalized,3,4/12/15 17:40,1.67,0.471,,field is made of plastic
703394195,false,finalized,3,4/12/15 15:11,3.33,0.943,,step can be used as the opposite of run
703394196,false,finalized,3,4/12/15 14:43,5,0,,instruction can be used with the same meaning of teach
703394197,false,finalized,3,4/12/15 13:42,2.33,1.247,,brook can be used as the opposite of stream
703394198,false,finalized,3,4/12/15 10:17,4.67,0.471,,beam can be used with the same meaning of smile
703394199,false,finalized,3,4/12/15 13:36,1,0,,judge is a book
703394200,false,finalized,3,4/12/15 17:23,5,0,,blow can be used as the opposite of suck
703394201,false,finalized,3,4/12/15 17:29,1.67,0.471,,volume is a member of set
703394202,false,finalized,3,4/12/15 13:01,1.67,0.943,,lion is part of animal
703394203,false,finalized,3,4/12/15 9:59,5,0,,cheat can be used with the same meaning of deceive
703394204,false,finalized,3,4/12/15 17:39,4.33,0.471,,exchange can be used as the opposite of keep
703394205,false,finalized,3,4/12/15 14:33,1,0,,if toss is true
703394206,false,finalized,3,4/12/15 9:43,4,0.816,,curl is a kind of game
703394207,false,finalized,3,4/12/15 17:47,1,0,,boot can be used with the same meaning of marine
703394208,false,finalized,3,4/12/15 10:29,5,0,,hollow can be used as the opposite of solid
703394209,false,finalized,3,4/12/15 10:09,1.67,0.943,,bisexual can be used with the same meaning of perfect
703394210,false,finalized,3,4/12/15 10:01,4,1.414,,mouse is a kind of tool
703394211,false,finalized,3,4/12/15 14:45,1.33,0.471,,butch is a kind of tool
703394212,false,finalized,3,4/12/15 14:47,5,0,,parent is part of family
703394213,false,finalized,3,4/12/15 10:01,4.67,0.471,,rabbit is a kind of meat
703394214,false,finalized,3,4/12/15 9:57,3,0.816,,pagan is part of human
703394215,false,finalized,3,4/12/15 9:57,4.67,0.471,,leak is a kind of damage
703394216,false,finalized,3,4/12/15 13:22,5,0,,aid can be used with the same meaning of help
703394217,false,finalized,3,4/12/15 10:01,1.33,0.471,,report is a kind of part
703394218,false,finalized,3,4/12/15 9:45,1.67,0.471,,bin can be used as the opposite of box
703394219,false,finalized,3,4/12/15 9:41,5,0,,roof is part of house
703394220,false,finalized,3,4/12/15 13:55,3,1.414,,cut is a kind of free
703394221,false,finalized,3,4/12/15 10:12,4,0.816,,sport is a kind of club
703394222,false,finalized,3,4/12/15 14:35,4.33,0.471,,volcano is a kind of place
703394223,false,finalized,3,4/12/15 17:08,4.67,0.471,,wale is part of unite_kingdom
703394224,false,finalized,3,4/12/15 10:14,4.67,0.471,,life is a kind of live_thing
703394225,false,finalized,3,4/12/15 10:17,4.67,0.471,,key is a member of keyboard
703394226,false,finalized,3,4/12/15 10:01,2,1.414,,shoe is a kind of case
703394227,false,finalized,3,4/12/15 10:02,3.33,1.7,,catch can be used with the same meaning of problem
703394228,false,finalized,3,4/12/15 10:01,5,0,,fine can be used as the opposite of rough
703394229,false,finalized,3,4/12/15 10:15,1.67,0.471,,pull can be used with the same meaning of perform
703394230,false,finalized,3,4/12/15 9:44,4.67,0.471,,join can be used as the opposite of part
703394231,false,finalized,3,4/12/15 17:30,4.67,0.471,,close can be used with the same meaning of end
703394232,false,finalized,3,4/12/15 10:24,1,0,,lift is a kind of dig
703394233,false,finalized,3,4/12/15 10:02,5,0,,cleave can be used with the same meaning of split
703394234,false,finalized,3,4/12/15 10:16,2.33,1.247,,bill is a kind of person
703394235,false,finalized,3,4/12/15 10:01,5,0,,face can be used as the opposite of back
703394236,false,finalized,3,4/12/15 9:41,4.67,0.471,,north_america is part of west
703394237,false,finalized,3,4/12/15 14:32,1,0,,book is a kind of food
703394238,false,finalized,3,4/12/15 13:41,4.67,0.471,,lead is part of pencil
703394239,false,finalized,3,4/12/15 9:42,2.67,1.247,,duck can be used as the opposite of up
703394240,false,finalized,3,4/12/15 13:55,3,1.414,,ladder can be used with the same meaning of run
703394241,false,finalized,3,4/12/15 13:55,4,0,,retire can be used with the same meaning of go_to_bed
703394242,false,finalized,3,4/12/15 9:45,3.33,1.7,,bat is a kind of device
703394243,false,finalized,3,4/12/15 9:42,4.67,0.471,,object is made of wood
703394244,false,finalized,3,4/12/15 9:46,4.67,0.471,,vision can be used with the same meaning of dream
703394245,false,finalized,3,4/12/15 10:13,1,0,,fisherman is a kind of device
703394246,false,finalized,3,4/12/15 15:18,2.33,0.943,,second is a kind of agreement
703394247,false,finalized,3,4/12/15 9:57,1.67,0.471,,develop can be used as the opposite of picture
703394248,false,finalized,3,4/12/15 10:00,2.33,1.247,,match is a kind of score
703394249,false,finalized,3,4/12/15 15:52,1.67,0.471,,mississippi is a kind of build
703394250,false,finalized,3,4/12/15 9:46,4.67,0.471,,girl can be used as the opposite of son
703394251,false,finalized,3,4/12/15 10:06,3,1.414,,function can be used with the same meaning of office
703394252,false,finalized,3,4/12/15 13:56,3,1.414,,wool can be used as the opposite of material
703394253,false,finalized,3,4/12/15 9:46,4.33,0.471,,plastic is part of tv
703394254,false,finalized,3,4/12/15 14:15,3.67,1.247,,death is a kind of illness
703394255,false,finalized,3,4/12/15 10:01,4.33,0.471,,full can be used as the opposite of thin
703394256,false,finalized,3,4/12/15 10:29,4,0,,advance is a kind of increase
703394257,false,finalized,3,4/12/15 14:12,3.33,1.7,,wind is a kind of blow
703394258,false,finalized,3,4/12/15 10:01,4.67,0.471,,theory is a kind of belief
703394259,false,finalized,3,4/12/15 9:44,2,0.816,,center is a kind of object
703394260,false,finalized,3,4/12/15 10:00,1,0,,australia is part of unite_state_of_america
703394261,false,finalized,3,4/12/15 15:54,2.33,0.471,,wood can be used as the opposite of carpet
703394262,false,finalized,3,4/12/15 10:01,5,0,,grass is a kind of plant
703394263,false,finalized,3,4/12/15 13:30,4.33,0.471,,spread is a kind of cover
703394264,false,finalized,3,4/12/15 10:02,5,0,,produce can be used as the opposite of destroy
703394265,false,finalized,3,4/12/15 10:11,3.67,1.247,,grip can be used as the opposite of blade
703394266,false,finalized,3,4/12/15 10:12,4.67,0.471,,captain is part of team
703394267,false,finalized,3,4/12/15 13:00,4,0,,dog is a member of pack
703394268,false,finalized,3,4/12/15 10:14,4,1.414,,trouble can be used as the opposite of good
703394269,false,finalized,3,4/12/15 15:50,1,0,,face can be used as the opposite of sound
703394270,false,finalized,3,4/12/15 10:13,4.33,0.471,,center can be used as the opposite of edge
703394271,false,finalized,3,4/12/15 10:10,1.33,0.471,,heel is a kind of dance
703394272,false,finalized,3,4/12/15 15:10,4.67,0.471,,stick is made of wood
703394273,false,finalized,3,4/12/15 10:01,4.67,0.471,,lace is a kind of cloth
703394274,false,finalized,3,4/12/15 9:44,4.67,0.471,,staff can be used with the same meaning of pole
703394275,false,finalized,3,4/12/15 10:06,3,1.414,,street can be used as the opposite of sidewalk
703394276,false,finalized,3,4/12/15 12:50,4.67,0.471,,play can be used as the opposite of work
703394277,false,finalized,3,4/12/15 10:24,3.67,0.471,,metal can be used as the opposite of stone
703394278,false,finalized,3,4/12/15 9:59,4.67,0.471,,unite_state_of_america can be used with the same meaning of unite_state
703394279,false,finalized,3,4/12/15 10:04,5,0,,wool is a kind of material
703394280,false,finalized,3,4/12/15 13:30,4.67,0.471,,go_up can be used with the same meaning of rise
703394281,false,finalized,3,4/12/15 9:46,3,1.414,,alcohol can be used as the opposite of water
703394282,false,finalized,3,4/12/15 10:00,4.67,0.471,,bridge is made of steel
703394283,false,finalized,3,4/12/15 10:01,5,0,,skin is made of cell
